customer_id,external_customer_key,first_name,last_name,gender,birth_date,email,phone,language_code,country_code,country,city,postal_code,acquisition_channel,acquisition_source,marketing_opt_in,preferred_device_type,signup_datetime,first_order_datetime,last_order_datetime,lifetime_orders,lifetime_gross_revenue,lifetime_discount_amount,lifetime_net_revenue,total_refunds_amount,avg_order_value,loyalty_tier,customer_segment,is_active_customer,churn_risk_score
CUST0000015,CK-F5A032E9C006,Silvia,Caracciolo,female,1980-01-27,silvia.caracciolo@hotmail.com,+39 3464332180,it,IT,Italy,Bari,87031,Organic Search,DuckDuckGo,True,desktop,2024-01-17 07:44:29,2025-03-23 18:32:14,2025-04-22 03:28:27,2,657.23,0.0,801.82,644.16,400.91,Silver,At Risk,True,88
CUST0000016,CK-41DBAAAD7E96,Antoinette,Lambert,female,1995-06-27,antoinette.lambert@outlook.com,+33 4 43 13 16 47,fr,FR,France,Nice,81954,Direct,Direct,False,desktop,2024-10-18 09:38:38,2024-11-04 16:30:13,2025-12-03 01:32:07,4,1037.29,0.0,1244.74,0.0,311.18,Gold,Repeat Customer,True,14
CUST0000017,CK-BD4AB7B320DA,Mathilde,Goncalves,female,1984-09-24,mathilde.goncalves@icloud.com,0490341928,fr,FR,France,Rennes,93350,Organic Search,Bing Organic,True,tablet,2024-05-05 21:17:02,2024-05-09 14:50:30,2026-02-01 23:29:14,7,2292.61,152.36,2496.48,0.0,356.64,Gold,Loyal High Value,True,1
CUST0000018,CK-0E91F6969401,Sarah,Munoz,female,1995-11-23,sarah.munoz@gmail.com,478-161-8495,en,CA,Canada,Calgary,B2K 4M2,Referral,Review Site,False,mobile,2023-01-26 18:33:04,2023-03-10 10:13:54,2025-11-11 00:41:39,7,2810.53,90.69,3087.69,423.43,441.1,Platinum,Occasional Buyer,True,34
CUST0000019,CK-F800444EE8C1,Corinne,Pinto,female,1994-08-04,corinne.pinto@proton.me,04 22 83 50 30,fr,FR,France,Lyon,40510,Marketplace,Cdiscount,True,desktop,2024-05-31 22:50:40,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,58
CUST0000020,CK-EB02DD7C8C5D,Alessandro,Rörricht,male,1973-10-13,alessandro.rorricht@icloud.com,+49(0) 863794026,de,DE,Germany,Munich,42351,Referral,Review Site,True,mobile,2025-11-13 13:53:39,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,58
CUST0000021,CK-78009B93CA8D,Grégoire,François,male,2007-04-10,gregoire.francois@proton.me,+33 4 70 37 67 24,fr,FR,France,Rennes,18352,Referral,Customer Referral,True,desktop,2024-09-07 04:10:14,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,58
CUST0000022,CK-C823E7F6B8D0,Frances,Griffiths,female,1969-04-19,frances.griffiths@gmail.com,+44(0)1632 960 433,en,GB,United Kingdom,Leeds,E81 0AD,Affiliate,TradeDoubler,False,desktop,2023-06-30 05:45:30,2023-08-31 20:52:07,2025-12-26 17:57:51,15,8925.91,253.66,10232.74,317.7,682.18,Platinum,Repeat Customer,True,10
CUST0000023,CK-6C6E2301F862,Monica,Martin,female,1963-05-24,monica.martin@proton.me,(748)535-0305x6413,en,US,United States,Seattle,86410,Direct,Direct,True,desktop,2026-01-06 06:30:16,2026-01-19 05:56:50,2026-03-03 19:30:27,4,1629.89,84.08,1669.47,0.0,417.37,Gold,Loyal High Value,True,4
CUST0000024,CK-64A10D7A605F,Roger,Tanguy,male,1990-06-17,roger.tanguy@outlook.com,0567965328,fr,FR,France,Rennes,63193,Social,TikTok,True,mobile,2024-04-26 05:33:52,2024-07-20 16:09:57,2025-11-21 00:30:15,7,2308.75,155.67,2583.7,396.79,369.1,Platinum,Occasional Buyer,True,34
CUST0000025,CK-B671BD72A805,Mathéo,Arnould,male,1954-07-27,matheo.arnould@gmail.com,533-521-8196x001,fr,BE,Belgium,Brussels,66738,Referral,Review Site,True,desktop,2024-01-28 11:48:07,2024-03-27 16:34:43,2025-10-17 19:32:47,5,4810.93,117.63,5354.32,75.98,1070.86,Platinum,Occasional Buyer,True,36
CUST0000026,CK-E899F7CA6924,André,Masson,male,1980-09-18,andre.masson@outlook.com,+33 2 98 69 16 69,fr,FR,France,Lille,59641,Social,Instagram,False,desktop,2025-05-19 08:43:05,2025-08-07 10:45:53,2025-11-13 18:10:09,3,3990.64,39.12,4751.63,0.0,1583.88,Platinum,Occasional Buyer,True,40
CUST0000027,CK-CD6873B844E9,Jonathan,Wilkerson,male,2000-08-14,jonathan.wilkerson@icloud.com,+1-772-542-3884x9696,en,US,United States,Los Angeles,18632,Paid Search,Google Ads,False,mobile,2025-01-18 17:41:39,2025-03-20 23:40:17,2026-01-23 18:08:17,7,3135.67,94.35,3284.62,156.66,469.23,Platinum,Loyal High Value,True,1
CUST0000028,CK-729DDC7EEEC3,Jeannine,Lenoir,female,1965-08-30,jeannine.lenoir@yahoo.com,+33 (0)2 48 84 51 46,fr,FR,France,Marseille,20564,Social,Facebook,True,mobile,2024-06-19 20:01:03,2024-10-07 01:47:09,2025-07-06 09:06:34,8,1726.33,36.83,2036.12,0.0,254.52,Gold,Occasional Buyer,True,35
CUST0000029,CK-34065E39E653,Raymond,Barnes,male,1970-05-05,raymond.barnes@proton.me,+44(0)20 74960083,en,GB,United Kingdom,Cardiff,SA8P 7YL,Referral,Influencer Referral,True,desktop,2025-10-21 07:42:40,2025-10-27 23:16:12,2026-03-17 02:13:04,5,782.55,56.41,877.45,44.77,175.49,Silver,Loyal High Value,True,2
CUST0000030,CK-BFAE50EFAE49,Muhammed,Heere,male,1968-12-31,muhammed.heere@gmail.com,0433 218196,nl,NL,Netherlands,Groningen,4013GM,Direct,Direct,True,tablet,2024-01-05 18:50:39,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,58
CUST0000031,CK-27D241FD8B07,James,Chavez,male,1977-12-21,james.chavez@icloud.com,1 (425) 534-1928,en,CA,Canada,Montreal,T9R 4L6,Paid Search,Bing Ads,True,mobile,2025-10-27 00:45:57,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,58
CUST0000032,CK-70D354F1DB55,Ali,Manne,male,2003-01-08,ali.manne@gmail.com,+31(0)37-9402654,nl,NL,Netherlands,Rotterdam,2351YG,Paid Search,Google Ads,False,mobile,2023-12-19 08:20:07,2024-11-05 01:36:28,2025-12-09 01:41:30,8,2660.21,164.53,3019.77,372.1,377.47,Platinum,Repeat Customer,True,10
CUST0000033,CK-00C288BAC93E,Malik,Leclercq,male,1962-03-06,malik.leclercq@proton.me,001-486-537-9402x654,fr,BE,Belgium,Antwerp,44619,Social,TikTok,True,mobile,2024-08-15 08:39:55,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,58
CUST0000034,CK-8418C26230B8,Basile,Georges,male,1957-01-27,basile.georges@outlook.com,(759)540-7816x184,fr,BE,Belgium,Ghent,92850,Organic Search,Bing Organic,False,mobile,2024-05-08 20:58:45,2024-06-02 12:10:09,2025-11-05 05:44:42,9,1634.81,142.18,1773.67,194.87,197.07,Gold,Occasional Buyer,True,34
CUST0000035,CK-68A3E8B912E9,Adrien,Mace,male,1991-03-22,adrien.mace@proton.me,0327814893,fr,FR,France,Bordeaux,20482,Referral,Partner Blog,True,desktop,2023-07-05 03:26:03,2023-09-14 20:10:09,2025-05-31 12:49:04,7,6469.59,79.2,7668.46,0.0,1095.49,Platinum,At Risk,True,59
CUST0000036,CK-75B074C09F06,Édouard,Gimenez,male,1971-06-04,edouard.gimenez@proton.me,+33 (0)4 74 70 15 43,fr,FR,France,Bordeaux,08346,Paid Search,Google Ads,False,mobile,2023-01-18 17:00:13,2023-05-17 18:14:18,2025-12-26 00:05:36,11,3299.23,204.7,3476.09,0.0,316.01,Platinum,Repeat Customer,True,10
CUST0000037,CK-4F16B78F42C4,Audrey,Clément,female,2002-11-12,audrey.clement@gmail.com,02 18 82 27 82,fr,FR,France,Lyon,33640,Marketplace,Fnac Marketplace,True,mobile,2022-08-05 14:39:32,2022-08-27 16:53:43,2024-08-26 07:17:09,7,2478.58,45.5,2932.1,30.3,418.87,Platinum,At Risk,False,61
CUST0000038,CK-4D491D2C4517,Jordan,Davis,male,1960-03-10,jordan.davis@hotmail.com,9126269166,en,US,United States,Austin,73013,Marketplace,Cdiscount,True,mobile,2025-10-08 16:20:00,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,58
CUST0000039,CK-F6C687B133F6,Antonia,Kramer,female,1985-11-22,antonia.kramer@icloud.com,+49(0)5594 078161,de,DE,Germany,Leipzig,95931,Social,LinkedIn,True,mobile,2025-03-24 02:44:40,2026-01-24 06:18:17,2026-02-07 06:45:17,2,1185.48,0.0,188.13,188.13,94.06,Bronze,Repeat Customer,True,26
CUST0000040,CK-90BDEBA5F133,Thibaut,Briand,male,2006-12-24,thibaut.briand@outlook.com,+33 3 56 46 57 87,fr,FR,France,Rennes,16353,Organic Search,Google Organic,True,mobile,2022-10-29 03:23:44,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,58
CUST0000041,CK-50DD89B1592F,Otilia,Rivas,female,1989-02-15,otilia.rivas@outlook.com,+34876 794 026,es,ES,Spain,Murcia,23298,Paid Search,Google Ads,True,mobile,2025-01-22 14:36:05,2025-04-23 02:26:06,2026-03-17 02:11:02,7,2920.96,170.56,3332.84,0.0,476.12,Platinum,Loyal High Value,True,1
CUST0000042,CK-F362E1F5C617,Shannon,Smith,female,1984-07-05,shannon.smith@hotmail.com,001-418-345-1462x7048,en,US,United States,Boston,82460,Paid Search,Meta Ads,False,mobile,2024-01-05 16:33:58,2024-01-24 03:32:32,2025-11-03 22:03:58,5,1254.62,41.18,1310.52,0.0,262.1,Gold,Occasional Buyer,True,36
CUST0000043,CK-D057497C5D8D,Anatoli,Speer,male,1964-08-22,anatoli.speer@yahoo.com,+49(0) 413164752,de,DE,Germany,Dresden,53419,Referral,Influencer Referral,True,desktop,2024-10-25 05:38:09,2025-01-29 01:44:55,2025-12-19 05:30:26,3,1314.06,64.45,1487.03,0.0,495.68,Gold,Repeat Customer,True,16
CUST0000044,CK-4B660C134351,Paul,Reed,male,1956-05-05,paul.reed@proton.me,(0116) 4960654,en,GB,United Kingdom,London,L51 6EQ,Direct,Direct,True,tablet,2023-11-03 19:44:26,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,58
CUST0000045,CK-07373DB0E9DA,Edwin,Fowler,male,1955-11-23,edwin.fowler@icloud.com,+1-332-752-8809x570,en,US,United States,New York,40807,Organic Search,DuckDuckGo,True,mobile,2023-07-01 17:21:33,2023-10-23 14:09:53,2026-03-18 02:22:54,5,1222.13,117.99,1199.08,167.41,239.82,Silver,Loyal High Value,True,2
CUST0000046,CK-8459C7FE5864,Frédéric,Andre,male,2001-02-11,frederic.andre@icloud.com,0147983930,fr,FR,France,Rennes,10824,Email,Newsletter,True,mobile,2024-01-02 06:45:56,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,58
CUST0000047,CK-641BA0DC73CD,Beatrice,Galeati,female,1972-01-30,beatrice.galeati@icloud.com,+39 08659083839,it,IT,Italy,Turin,27034,Direct,Direct,False,mobile,2023-08-06 04:21:53,2023-08-20 04:03:38,2025-09-12 23:52:58,6,456.28,25.26,550.84,47.42,91.81,Gold,Occasional Buyer,True,34
CUST0000048,CK-D360368218CD,Eligia,Cortés,female,2000-12-12,eligia.cortes@icloud.com,+34875511615,es,ES,Spain,Granada,23541,Social,Pinterest,True,desktop,2025-05-15 15:15:48,2025-06-03 03:35:01,2025-09-25 14:08:13,3,2845.08,6.82,3450.65,0.0,1150.22,Platinum,Occasional Buyer,True,40
CUST0000049,CK-2D46FBECF24A,Jip,Waltrade Walderade,male,1989-12-23,jip.waltrade.walderade@yahoo.com,0078-161849,nl,NL,Netherlands,Eindhoven,1931 QO,Paid Search,Bing Ads,True,mobile,2024-11-29 11:26:20,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,58
CUST0000050,CK-1F01EAA5EABF,Anne,Rolland,female,1967-04-14,anne.rolland@gmail.com,+33 (0)1 58 51 83 47,fr,FR,France,Nantes,27652,Direct,Direct,True,desktop,2024-07-10 11:30:41,2024-12-18 16:32:22,2025-09-18 11:12:20,4,1849.29,17.44,1420.62,188.38,355.16,Gold,Occasional Buyer,True,38
CUST0000051,CK-4413C3A29DBF,David,Allen,male,1999-05-02,david.allen@icloud.com,001-411-671-8227,en,US,United States,San Francisco,69664,Direct,Direct,True,desktop,2024-09-03 02:40:02,2024-11-14 06:00:37,2025-03-19 22:38:12,4,1133.17,61.06,1164.8,0.0,291.2,Silver,At Risk,False,64
CUST0000052,CK-062639DE518D,Debra,Butler,female,2002-02-17,debra.butler@yahoo.com,08081570078,en,GB,United Kingdom,Liverpool,S1 9QY,Social,TikTok,True,mobile,2025-10-14 08:53:38,2025-12-23 16:41:46,2026-03-02 13:26:02,3,727.43,82.45,773.98,0.0,257.99,Silver,Loyal High Value,True,6
CUST0000053,CK-0FEEE1703F70,Christelle,Ramos,female,1981-03-01,christelle.ramos@proton.me,03 81 76 31 16,fr,FR,France,Rennes,45533,Marketplace,Amazon Marketplace,False,mobile,2025-02-05 22:16:13,2025-02-21 19:05:09,2026-03-07 00:26:44,5,1447.98,44.09,1684.67,0.0,336.93,Gold,Loyal High Value,True,2
CUST0000054,CK-877C69057ECD,Shane,Henderson,male,1999-01-04,shane.henderson@gmail.com,383.546.5787,en,US,United States,Seattle,29952,Direct,Direct,False,mobile,2025-08-05 04:53:21,2025-08-25 12:57:06,2026-01-08 17:24:31,4,1683.03,58.67,1754.32,0.0,438.58,Gold,Loyal High Value,True,4
CUST0000055,CK-9EFC9502F3C9,Nova,Slaetsdochter,female,1983-11-14,nova.slaetsdochter@proton.me,+31316 475255,nl,NL,Netherlands,Utrecht,3419IU,Paid Search,Bing Ads,True,desktop,2024-09-18 10:15:30,2024-11-15 14:02:02,2025-11-27 23:02:50,5,1344.34,6.31,1497.62,0.0,299.52,Gold,Occasional Buyer,True,36
CUST0000056,CK-951A5C9EF7D7,Manuel,Geißler,male,1962-12-17,manuel.geiler@gmail.com,03276 48350,de,DE,Germany,Cologne,05641,Email,Lifecycle Campaign,True,desktop,2024-10-01 17:47:12,2025-06-03 13:06:37,2026-01-25 00:24:56,3,2819.39,182.38,3138.04,0.0,1046.01,Platinum,Loyal High Value,True,6
CUST0000057,CK-F0BA799C5C15,Sarah,Parsons,female,1983-06-25,sarah.parsons@yahoo.com,(805) 641-3953,en,CA,Canada,Quebec City,T3G4L9,Direct,Direct,False,tablet,2024-11-23 01:36:18,2025-01-11 03:29:59,2025-10-27 16:27:06,6,2394.74,12.44,2705.49,62.75,450.92,Platinum,Occasional Buyer,True,34
CUST0000058,CK-58C6A57BFACD,Lewis,Campbell,male,1993-10-22,lewis.campbell@icloud.com,+44(0)1134960341,en,GB,United Kingdom,Leeds,E64 5GQ,Affiliate,TradeDoubler,True,desktop,2023-03-17 16:05:12,2023-06-14 12:12:04,2025-11-25 12:56:03,9,2211.7,18.83,2645.03,332.97,293.89,Platinum,Occasional Buyer,True,34
CUST0000059,CK-0BBC90FEBE4D,Lucas,Bigot,male,1994-12-06,lucas.bigot@yahoo.com,+33 (0)2 38 06 51 33,fr,FR,France,Lyon,24649,Paid Search,Google Ads,False,mobile,2022-09-27 19:51:51,2023-01-19 04:32:44,2025-08-16 10:06:24,7,2344.03,265.5,2501.88,1271.8,357.41,Platinum,Occasional Buyer,True,42
CUST0000060,CK-02698CDFA696,Austin,Smith,male,1969-09-29,austin.smith@yahoo.com,+1-239-730-1031,en,US,United States,Chicago,09788,Email,Newsletter,True,mobile,2023-11-07 04:38:24,2024-08-29 16:23:30,2025-07-24 01:27:35,6,875.87,65.59,880.08,216.37,146.68,Gold,Occasional Buyer,True,35
CUST0000061,CK-79766E672BFC,Maurice,Joly,male,1976-03-15,maurice.joly@outlook.com,03 29 47 31 78,fr,FR,France,Paris,13151,Email,Winback Campaign,False,desktop,2026-02-17 07:38:55,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,New Lead,True,18
CUST0000062,CK-AF04F9D4814C,Agathe,Morin,female,1958-01-27,agathe.morin@proton.me,+33 3 21 67 73 60,fr,FR,France,Lille,21488,Email,Winback Campaign,True,mobile,2024-10-19 14:47:44,2024-12-11 14:29:39,2026-02-21 04:51:41,6,577.33,51.35,646.19,56.22,107.7,Gold,Repeat Customer,True,10
CUST0000063,CK-1A142FD3D106,Kayla,Ramirez,female,1993-09-22,kayla.ramirez@gmail.com,838.729.9737x6311,en,US,United States,Austin,56020,Email,Lifecycle Campaign,True,desktop,2024-10-21 06:26:46,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,58
CUST0000064,CK-74D3AE1A64A8,Jennifer,Shields,female,1971-05-14,jennifer.shields@outlook.com,9104651333,en,US,United States,Miami,55797,Referral,Customer Referral,False,mobile,2024-06-14 09:02:07,2024-07-17 04:34:36,2025-11-26 03:13:51,3,951.59,52.51,971.01,0.0,323.67,Silver,Occasional Buyer,True,40
CUST0000065,CK-F33732CE1A08,Adrien,Perrier,male,1973-12-25,adrien.perrier@outlook.com,0631468723,fr,FR,France,Lyon,37322,Direct,Direct,True,mobile,2025-06-29 01:24:35,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,58
CUST0000066,CK-B1DBCDDE2CFF,Anne-Catherine,Mahieu,female,1976-12-07,anne.catherine.mahieu@outlook.com,001-341-431-6475x25534,fr,BE,Belgium,Mons,70511,Paid Search,Bing Ads,True,desktop,2024-02-13 11:06:41,2024-02-19 14:59:58,2026-01-31 02:44:42,6,3086.18,89.06,3634.35,156.08,605.72,Platinum,Loyal High Value,True,1
CUST0000067,CK-5A5EE9AE48A9,Clifford,Ford,male,1972-07-22,clifford.ford@gmail.com,478-810-8013,en,US,United States,Austin,64154,Direct,Direct,False,mobile,2026-01-31 11:57:05,2026-02-18 20:57:37,2026-02-18 20:57:37,1,216.0,10.8,221.62,0.0,221.62,Bronze,Occasional Buyer,True,43
CUST0000068,CK-FA397638F21B,John,Hancock,male,1976-10-19,john.hancock@proton.me,9264064746,en,US,United States,Seattle,25391,Direct,Direct,False,desktop,2023-04-29 23:21:20,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,66
CUST0000069,CK-AB2E79CF497D,Desiree,Rosenow,female,1978-08-05,desiree.rosenow@yahoo.com,03767242388,de,DE,Germany,Dresden,96965,Affiliate,Awin,True,mobile,2025-10-14 01:00:17,2025-11-14 14:12:20,2026-01-25 06:02:29,3,990.71,62.46,1104.62,0.0,368.21,Silver,Loyal High Value,True,6
CUST0000070,CK-758A038C0BEA,Dora,Etzler,female,2004-11-14,dora.etzler@yahoo.com,07101 22691,de,DE,Germany,Cologne,69784,Paid Search,TikTok Ads,False,mobile,2025-04-18 03:56:48,2025-11-09 08:37:23,2025-12-07 11:47:14,3,2228.09,219.76,2389.91,0.0,796.64,Gold,Repeat Customer,True,16
CUST0000071,CK-97979499DA32,Andrée,Delorme,female,1969-02-25,andree.delorme@hotmail.com,+33 (0)4 69 00 97 88,fr,FR,France,Lille,20158,Referral,Partner Blog,False,desktop,2025-08-27 22:04:17,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,66
CUST0000072,CK-298B054B333B,Noah,Constant,male,1985-06-14,noah.constant@gmail.com,(748)535-0305x6413,fr,BE,Belgium,Liège,86410,Paid Search,TikTok Ads,True,desktop,2024-12-25 01:36:57,2025-02-15 16:34:24,2026-01-23 08:37:56,7,1700.19,82.44,1962.34,0.0,280.33,Gold,Loyal High Value,True,1
CUST0000073,CK-EE60F81CCFA3,Elizabeth,Novak,female,1990-08-17,elizabeth.novak@gmail.com,001-480-250-0978,en,US,United States,Atlanta,67063,Paid Search,TikTok Ads,False,desktop,2022-08-14 13:15:39,2024-01-14 06:54:27,2026-01-30 05:58:45,7,2144.91,39.06,1844.76,0.0,263.54,Gold,Loyal High Value,True,1
CUST0000074,CK-3ACC9F43F5CA,Marciano,Lamas,male,1980-02-21,marciano.lamas@icloud.com,+34 803 78 16 18,es,ES,Spain,Bilbao,20213,Direct,Direct,True,desktop,2025-05-26 04:32:14,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,58
CUST0000075,CK-F5ED447257DB,Dominique,Faure,female,1979-01-15,dominique.faure@icloud.com,+33 2 18 91 36 19,fr,FR,France,Bordeaux,31692,Referral,Customer Referral,True,mobile,2025-07-09 14:39:03,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,58
CUST0000076,CK-E2CEF65A4A44,Adriano,Cuomo,male,1974-04-16,adriano.cuomo@hotmail.com,0577423511,it,IT,Italy,Palermo,10032,Direct,Direct,False,desktop,2025-08-23 06:20:10,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,66
CUST0000077,CK-2F7FE861AF89,Alice,Legendre,female,1981-01-15,alice.legendre@hotmail.com,+33 (0)5 61 99 85 43,fr,FR,France,Paris,85833,Paid Search,Bing Ads,False,desktop,2026-01-31 10:26:46,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,True,66
CUST0000078,CK-DD1BEDC683DC,Margaux,Dupuis,female,1979-05-24,margaux.dupuis@hotmail.com,0540247510,fr,FR,France,Montpellier,58736,Marketplace,eBay,False,desktop,2025-02-18 16:55:46,2025-05-15 14:20:02,2025-12-15 05:09:37,3,229.35,5.34,268.81,107.63,89.6,Silver,Repeat Customer,True,24
CUST0000079,CK-F598076F82ED,Bobby,Lopez,male,1965-11-07,bobby.lopez@yahoo.com,+1-813-761-9399x091,en,US,United States,Atlanta,34680,Referral,Partner Blog,True,tablet,2024-11-02 06:10:41,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,58
CUST0000080,CK-17166ED35013,Edward,Kelly,male,1978-03-26,edward.kelly@proton.me,+441184960192,en,GB,United Kingdom,Cardiff,L2H 4XJ,Direct,Direct,True,mobile,2025-09-22 03:24:00,2025-12-05 00:14:11,2026-02-02 18:57:19,2,649.15,5.42,772.47,0.0,386.24,Silver,Loyal High Value,True,8
CUST0000081,CK-D073E08D4EEA,Capucine,Legrand,female,1995-01-31,capucine.legrand@outlook.com,+33 4 13 25 13 54,fr,FR,France,Toulouse,20548,Direct,Direct,False,mobile,2024-08-24 00:53:21,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,66
CUST0000082,CK-F30BEA511AA0,Madeleine,Raymond,female,2001-10-08,madeleine.raymond@proton.me,+33 (0)4 57 12 41 18,fr,FR,France,Montpellier,20378,Referral,Review Site,False,mobile,2022-09-01 16:34:52,2023-04-23 09:11:03,2026-03-13 02:52:31,9,3060.08,109.14,2620.85,0.0,291.21,Platinum,Loyal High Value,True,1
